date,radiation type,"קרינה שעתית 05-06 (וואט/מ""ר)","קרינה שעתית 06-07 (וואט/מ""ר)","קרינה שעתית 07-08 (וואט/מ""ר)","קרינה שעתית 08-09 (וואט/מ""ר)","קרינה שעתית 09-10 (וואט/מ""ר)","קרינה שעתית 10-11 (וואט/מ""ר)","קרינה שעתית 11-12 (וואט/מ""ר)","קרינה שעתית 12-13 (וואט/מ""ר)","קרינה שעתית 13-14 (וואט/מ""ר)","קרינה שעתית 14-15 (וואט/מ""ר)","קרינה שעתית 15-16 (וואט/מ""ר)","קרינה שעתית 16-17 (וואט/מ""ר)","קרינה שעתית 17-18 (וואט/מ""ר)","קרינה שעתית 18-19 (וואט/מ""ר)"
20/09/2018,גלובלית,10,161,392,591,751,851,889,861,766,610,406,162,14,0
21/09/2018,גלובלית,10,163,387,584,745,855,893,861,768,581,359,144,12,0
22/09/2018,גלובלית,9,156,377,625,714,849,882,838,746,569,327,107,13,0
23/09/2018,גלובלית,9,144,373,549,713,831,867,835,740,589,361,160,13,0
24/09/2018,גלובלית,10,149,372,579,738,830,863,831,736,583,384,162,11,0
25/09/2018,גלובלית,9,134,344,462,726,832,871,843,750,558,274,110,9,0
26/09/2018,גלובלית,8,141,324,591,735,835,872,842,743,556,360,140,8,0
27/09/2018,גלובלית,8,141,319,608,748,824,858,828,732,575,371,152,7,0
28/09/2018,גלובלית,7,144,375,570,723,813,854,821,715,558,281,119,9,0
29/09/2018,גלובלית,9,111,335,538,685,780,815,783,679,514,249,86,5,0
30/09/2018,גלובלית,7,119,331,526,665,757,787,692,634,365,220,108,7,0
01/10/2018,גלובלית,7,96,137,273,191,489,240,102,105,200,40,45,2,0
02/10/2018,גלובלית,7,110,319,524,614,774,800,763,619,497,305,113,6,0
03/10/2018,גלובלית,6,108,311,498,660,756,746,732,592,501,297,102,5,0
04/10/2018,גלובלית,4,77,205,368,608,745,761,652,622,450,277,92,8,0
05/10/2018,גלובלית,6,115,337,542,695,666,812,771,652,364,245,82,3,0
06/10/2018,גלובלית,4,68,332,575,615,750,723,652,634,482,235,56,3,0
07/10/2018,גלובלית,5,103,249,433,609,774,726,582,295,240,136,111,3,0
08/10/2018,גלובלית,5,122,303,313,258,245,686,671,571,384,243,71,2,0
09/10/2018,גלובלית,6,117,296,459,356,741,756,803,682,493,311,94,2,0
10/10/2018,גלובלית,4,107,320,386,410,670,376,530,292,188,96,39,2,0
11/10/2018,גלובלית,5,117,174,338,539,568,584,402,396,201,131,38,2,0
12/10/2018,גלובלית,2,74,228,302,552,582,659,746,523,481,278,72,1,0
13/10/2018,גלובלית,3,95,312,509,410,484,417,710,641,401,237,66,1,0
14/10/2018,גלובלית,3,89,289,484,624,736,756,604,555,407,250,68,1,0
15/10/2018,גלובלית,3,76,247,353,261,284,294,282,345,236,114,41,1,0
16/10/2018,גלובלית,4,98,305,478,384,571,556,662,591,409,172,39,1,0
17/10/2018,גלובלית,3,101,216,214,255,310,370,362,260,168,133,28,1,0
18/10/2018,גלובלית,3,39,85,120,150,197,351,516,229,201,84,32,1,0
19/10/2018,גלובלית,2,63,208,366,267,271,269,395,296,163,122,37,0,0
20/10/2018,גלובלית,2,42,169,219,267,234,352,562,424,269,110,27,0,0
21/10/2018,גלובלית,2,53,273,366,22,148,707,677,563,387,201,40,0,0
22/10/2018,גלובלית,2,76,249,435,581,669,628,580,473,370,121,45,0,0
23/10/2018,גלובלית,1,50,249,428,557,674,650,481,214,227,46,13,0,0
24/10/2018,גלובלית,1,60,252,427,562,669,623,658,495,364,199,30,0,0
25/10/2018,גלובלית,3,78,189,332,532,360,299,361,215,176,147,12,0,0
26/10/2018,גלובלית,2,37,199,358,581,429,542,611,560,307,221,32,0,0
27/10/2018,גלובלית,2,52,289,482,635,723,754,710,597,425,215,17,0,0
28/10/2018,גלובלית,1,42,302,497,652,747,769,719,610,442,224,15,0,0
29/10/2018,גלובלית,1,47,275,467,618,701,723,677,570,405,185,22,0,0
30/10/2018,גלובלית,1,44,276,474,630,725,746,701,585,415,192,20,0,0
31/10/2018,גלובלית,1,40,272,462,610,700,722,671,562,397,186,16,0,0
01/11/2018,גלובלית,1,39,275,465,616,703,722,673,565,397,180,15,0,0
02/11/2018,גלובלית,0,37,272,463,613,700,722,675,564,394,176,13,0,0
03/11/2018,גלובלית,0,37,254,442,595,688,710,656,543,380,168,14,0,0
04/11/2018,גלובלית,0,42,181,418,549,631,539,457,388,124,69,26,0,0
05/11/2018,גלובלית,1,35,228,320,446,424,495,133,116,180,58,11,0,0
06/11/2018,גלובלית,1,30,192,388,556,413,517,435,431,296,112,8,0,0
07/11/2018,גלובלית,0,26,208,406,546,638,664,560,506,355,161,15,0,0
08/11/2018,גלובלית,0,31,217,404,543,634,659,464,401,348,150,15,0,0
09/11/2018,גלובלית,0,29,163,386,528,610,633,647,425,357,130,15,0,0
10/11/2018,גלובלית,0,13,79,151,42,332,524,625,475,195,190,22,0,0
11/11/2018,גלובלית,0,41,74,225,408,327,338,261,211,145,80,18,0,0
12/11/2018,גלובלית,0,23,208,234,292,331,611,544,442,313,140,11,0,0
13/11/2018,גלובלית,0,21,203,393,516,612,627,582,477,312,99,24,0,0
14/11/2018,גלובלית,0,21,166,243,455,319,172,28,118,161,40,11,0,0
15/11/2018,גלובלית,0,39,116,291,325,175,215,436,365,341,139,11,0,0
16/11/2018,גלובלית,0,8,150,258,472,389,278,207,197,77,78,15,0,0
17/11/2018,גלובלית,0,20,172,365,515,609,639,595,498,320,124,11,0,0
18/11/2018,גלובלית,0,20,170,359,515,591,564,479,323,190,117,13,0,0
19/11/2018,גלובלית,0,17,158,363,503,591,609,560,472,315,106,11,0,0
20/11/2018,גלובלית,0,15,137,341,490,552,365,451,385,283,94,12,0,0
21/11/2018,גלובלית,0,16,83,241,318,403,481,339,282,203,78,7,0,0
22/11/2018,גלובלית,0,10,87,343,102,16,65,180,285,176,64,11,0,0
23/11/2018,גלובלית,0,5,49,73,166,384,228,202,152,24,6,2,0,0
24/11/2018,גלובלית,0,13,128,359,490,587,609,302,406,101,79,7,0,0
25/11/2018,גלובלית,0,19,141,352,430,414,533,437,374,301,125,10,0,0
26/11/2018,גלובלית,0,11,16,103,419,475,391,386,332,367,132,11,0,0
27/11/2018,גלובלית,0,27,152,208,430,359,592,569,478,308,97,11,0,0
28/11/2018,גלובלית,0,16,132,322,455,567,488,471,395,252,100,10,0,0
29/11/2018,גלובלית,0,10,80,171,214,279,338,285,265,164,82,22,0,0
30/11/2018,גלובלית,0,10,83,312,458,544,345,549,428,157,53,8,0,0
01/12/2018,גלובלית,0,27,55,194,246,244,101,73,74,102,60,7,0,0
02/12/2018,גלובלית,0,13,110,263,408,311,334,369,244,186,89,6,0,0
03/12/2018,גלובלית,0,5,30,120,162,368,361,526,462,291,83,9,0,0
04/12/2018,גלובלית,0,7,17,185,444,469,390,327,262,273,77,7,0,0
05/12/2018,גלובלית,0,10,91,166,520,544,441,239,164,113,32,7,0,0
06/12/2018,גלובלית,0,2,7,46,57,61,77,130,84,60,9,6,0,0
07/12/2018,גלובלית,0,4,37,128,83,163,224,113,82,122,34,3,1,0
08/12/2018,גלובלית,0,9,47,150,398,453,394,374,280,100,42,4,0,0
09/12/2018,גלובלית,0,8,95,294,460,506,441,254,255,227,28,6,0,0
10/12/2018,גלובלית,0,6,78,294,435,524,558,566,420,233,66,8,0,0
11/12/2018,גלובלית,0,9,117,311,452,541,319,211,211,98,45,5,0,0
12/12/2018,גלובלית,0,5,56,67,187,182,402,417,87,40,16,4,0,0
13/12/2018,גלובלית,0,8,62,100,167,341,407,123,331,320,98,11,0,0
14/12/2018,גלובלית,0,5,88,307,454,551,588,560,472,328,68,7,0,0
15/12/2018,גלובלית,0,5,85,301,451,550,585,555,469,324,82,10,0,0
16/12/2018,גלובלית,0,4,53,175,210,329,412,288,229,151,77,10,0,0
17/12/2018,גלובלית,0,5,85,262,359,458,394,323,140,179,72,9,0,0
18/12/2018,גלובלית,0,6,24,97,212,297,164,120,46,10,16,10,0,0
19/12/2018,גלובלית,0,4,50,276,421,318,444,230,291,84,79,7,0,0
20/12/2018,גלובלית,0,4,98,175,166,302,294,444,382,183,84,7,0,0
21/12/2018,גלובלית,0,5,80,280,317,322,349,529,414,320,112,18,0,0
22/12/2018,גלובלית,0,6,68,62,247,418,462,271,449,237,84,9,0,0
23/12/2018,גלובלית,0,5,73,254,282,308,433,407,413,348,91,9,0,0
24/12/2018,גלובלית,0,4,71,237,443,382,120,179,310,228,94,11,0,0
25/12/2018,גלובלית,0,4,42,150,371,528,574,545,465,331,90,10,0,0
26/12/2018,גלובלית,0,4,64,112,163,166,219,168,102,35,56,12,0,0
27/12/2018,גלובלית,0,2,6,64,56,129,133,195,257,233,55,11,0,0
28/12/2018,גלובלית,0,4,20,33,82,116,185,125,61,45,24,16,0,0
29/12/2018,גלובלית,0,3,46,92,73,228,248,280,270,209,38,4,0,0
30/12/2018,גלובלית,0,6,23,92,384,124,378,137,218,170,87,14,0,0
31/12/2018,גלובלית,0,4,59,91,253,272,254,153,145,127,19,9,0,0
01/01/2019,גלובלית,0,2,62,277,431,537,579,545,459,343,115,15,0,0
02/01/2019,גלובלית,0,1,17,151,297,208,583,334,342,192,39,9,0,0
03/01/2019,גלובלית,0,2,50,185,334,129,89,212,138,74,49,16,0,0
04/01/2019,גלובלית,0,3,72,262,445,554,598,578,495,358,124,14,0,0
05/01/2019,גלובלית,0,3,63,285,399,415,404,480,326,251,73,14,0,0
06/01/2019,גלובלית,0,3,55,144,239,267,213,203,235,205,9,5,0,0
07/01/2019,גלובלית,0,2,24,265,352,154,174,116,120,112,59,5,0,0
08/01/2019,גלובלית,0,5,91,313,225,125,106,204,143,52,10,5,0,0
09/01/2019,גלובלית,0,4,68,212,123,446,500,453,454,244,101,12,0,0
10/01/2019,גלובלית,0,2,66,287,449,565,621,596,524,382,153,17,0,0
11/01/2019,גלובלית,0,3,67,292,427,542,609,590,523,387,164,19,0,0
12/01/2019,גלובלית,0,3,70,282,451,565,617,607,467,384,179,36,0,0
13/01/2019,גלובלית,0,3,71,263,387,446,397,260,230,156,94,18,0,0
14/01/2019,גלובלית,2,3,24,95,93,238,238,89,61,143,75,12,0,0
15/01/2019,גלובלית,0,3,70,281,442,565,616,581,526,391,180,23,0,0
16/01/2019,גלובלית,0,4,97,266,213,202,233,77,43,21,22,8,0,0
17/01/2019,גלובלית,0,5,87,231,449,391,562,573,546,419,190,23,0,0
18/01/2019,גלובלית,0,3,68,296,451,335,524,491,375,200,102,20,0,0
19/01/2019,גלובלית,0,3,68,298,472,532,506,491,568,426,217,18,0,0
20/01/2019,גלובלית,0,4,74,215,285,448,496,413,390,304,150,36,0,0
21/01/2019,גלובלית,0,4,75,271,438,564,624,593,427,357,131,41,0,0
22/01/2019,גלובלית,0,4,76,278,441,565,621,602,517,383,203,34,0,0
23/01/2019,גלובלית,0,4,82,292,462,584,632,619,548,415,228,29,0,0
24/01/2019,גלובלית,0,3,92,296,460,580,632,592,480,278,193,42,1,0
25/01/2019,גלובלית,0,5,93,294,465,590,646,639,573,444,256,27,0,0
26/01/2019,גלובלית,0,5,92,289,463,584,639,625,549,416,232,37,1,0
27/01/2019,גלובלית,0,5,82,205,379,517,577,569,494,357,188,49,1,0
28/01/2019,גלובלית,1,5,17,94,153,253,112,170,368,73,52,46,1,0
01/02/2019,גלובלית,0,6,119,324,489,603,472,377,272,329,218,45,1,0
02/02/2019,גלובלית,0,6,112,288,337,349,619,633,585,427,274,62,2,0
03/02/2019,גלובלית,0,5,119,347,522,642,703,693,618,482,299,53,1,0
04/02/2019,גלובלית,0,6,110,351,530,651,708,699,620,487,301,63,2,0
05/02/2019,גלובלית,0,7,119,332,510,636,700,693,598,486,291,45,2,0
06/02/2019,גלובלית,0,2,25,90,177,238,300,194,286,381,20,7,0,0
07/02/2019,גלובלית,0,2,34,251,248,242,236,207,136,156,82,44,4,0
08/02/2019,גלובלית,0,10,121,339,501,497,597,522,608,399,270,78,4,0
09/02/2019,גלובלית,0,8,103,252,449,514,576,446,339,174,205,51,3,0
10/02/2019,גלובלית,0,14,113,305,157,333,466,445,319,162,76,32,5,0
11/02/2019,גלובלית,0,16,75,340,372,321,296,585,509,505,328,94,3,0
12/02/2019,גלובלית,0,12,136,290,236,344,157,246,312,280,185,83,3,0
13/02/2019,גלובלית,0,14,143,379,557,685,751,743,665,527,341,99,4,0
14/02/2019,גלובלית,1,3,13,213,490,291,450,460,241,166,123,81,2,0
15/02/2019,גלובלית,0,14,138,186,100,255,359,255,235,129,86,27,2,0
16/02/2019,גלובלית,0,4,39,181,98,415,265,197,174,157,56,34,3,0
17/02/2019,גלובלית,0,16,224,446,620,698,658,782,422,304,379,120,5,0
18/02/2019,גלובלית,0,13,130,137,268,470,278,566,598,518,356,124,6,0
19/02/2019,גלובלית,0,16,147,399,588,678,382,362,268,317,121,30,4,0
20/02/2019,גלובלית,0,10,67,121,179,282,366,294,222,565,295,157,7,0
21/02/2019,גלובלית,0,24,188,421,522,306,435,672,678,529,347,130,7,0
22/02/2019,גלובלית,0,18,178,414,625,488,355,615,682,520,331,121,7,0
23/02/2019,גלובלית,0,18,198,414,593,643,542,387,611,444,259,137,8,0
24/02/2019,גלובלית,0,21,185,398,570,696,748,681,653,521,331,120,10,0
25/02/2019,גלובלית,0,28,180,370,424,693,720,725,650,508,326,128,11,0
26/02/2019,גלובלית,0,28,166,367,579,702,636,493,206,395,201,57,4,0
27/02/2019,גלובלית,1,18,96,310,173,362,535,367,253,164,57,97,7,0
28/02/2019,גלובלית,0,16,52,103,77,268,228,406,214,206,212,67,11,0
01/03/2019,גלובלית,0,28,246,423,461,421,795,730,719,254,161,79,13,0
02/03/2019,גלובלית,0,26,115,448,489,283,276,776,361,157,279,29,8,0
03/03/2019,גלובלית,0,36,230,465,426,414,497,668,219,184,101,39,15,0
04/03/2019,גלובלית,0,64,77,249,520,547,479,554,365,298,290,60,19,0
05/03/2019,גלובלית,0,29,267,398,474,691,905,494,716,497,350,71,15,0
06/03/2019,גלובלית,0,53,204,269,503,758,825,783,552,525,378,197,15,0
07/03/2019,גלובלית,0,47,198,434,590,264,277,276,198,215,135,124,16,0
08/03/2019,גלובלית,0,27,252,508,697,827,883,878,793,643,442,217,17,0
09/03/2019,גלובלית,0,49,290,506,689,810,874,854,769,623,430,208,19,0
10/03/2019,גלובלית,1,57,264,320,572,768,756,581,438,451,297,129,18,0
11/03/2019,גלובלית,1,43,167,262,342,464,517,622,363,264,232,80,20,0
12/03/2019,גלובלית,1,65,292,514,703,829,867,731,583,497,192,85,22,0
13/03/2019,גלובלית,1,53,167,288,545,692,821,807,737,599,402,180,24,0
14/03/2019,גלובלית,1,31,270,329,418,563,619,439,633,373,336,169,31,0
15/03/2019,גלובלית,1,23,179,244,309,426,622,681,584,456,362,214,26,0
16/03/2019,גלובלית,2,32,49,160,218,124,292,384,131,96,180,48,12,0
17/03/2019,גלובלית,2,35,156,490,457,643,700,494,417,398,311,81,23,0
18/03/2019,גלובלית,2,74,327,567,642,831,920,897,813,667,468,221,25,0
19/03/2019,גלובלית,3,82,331,563,739,857,913,894,805,669,465,235,35,0
20/03/2019,גלובלית,5,93,216,498,671,833,889,869,781,635,438,210,36,0
21/03/2019,גלובלית,4,105,299,515,728,830,883,867,780,634,438,202,27,0
22/03/2019,גלובלית,3,99,286,580,429,439,770,783,762,617,393,134,26,0
23/03/2019,גלובלית,3,71,199,452,501,510,500,417,559,337,217,89,12,0
24/03/2019,גלובלית,1,31,151,277,426,567,581,750,704,437,377,170,33,0
25/03/2019,גלובלית,2,37,31,143,226,445,459,399,324,191,202,225,44,0
26/03/2019,גלובלית,5,85,382,504,472,450,665,732,796,579,235,134,39,0
27/03/2019,גלובלית,6,103,129,409,600,690,612,576,652,384,178,104,33,0
28/03/2019,גלובלית,10,142,360,590,650,725,842,841,734,441,405,147,23,0
29/03/2019,גלובלית,1,14,49,64,52,117,346,444,382,379,401,237,47,0
30/03/2019,גלובלית,9,106,204,291,413,538,495,637,565,314,76,34,12,0
31/03/2019,גלובלית,4,18,102,179,143,258,397,303,241,141,99,41,10,0
01/04/2019,גלובלית,5,131,165,377,238,204,486,353,282,436,280,126,11,0
02/04/2019,גלובלית,17,140,84,172,183,386,686,901,804,648,319,233,42,0
03/04/2019,גלובלית,17,168,389,604,785,572,389,400,570,693,486,257,58,0
04/04/2019,גלובלית,16,164,382,593,757,859,909,852,708,447,222,106,28,0
05/04/2019,גלובלית,9,103,305,130,574,652,480,817,544,567,404,168,46,0
06/04/2019,גלובלית,14,113,221,289,386,378,541,538,248,231,189,142,32,0
07/04/2019,גלובלית,18,160,335,597,716,827,890,870,771,633,446,233,53,1
08/04/2019,גלובלית,20,166,387,603,767,879,935,919,827,674,480,252,53,1
09/04/2019,גלובלית,30,184,399,607,772,894,935,911,823,673,426,227,47,1
10/04/2019,גלובלית,33,219,424,626,884,945,1046,907,575,453,455,250,37,1
11/04/2019,גלובלית,33,215,444,662,833,947,999,969,780,547,480,293,67,1
12/04/2019,גלובלית,35,218,452,638,809,906,952,946,858,702,506,277,57,1
13/04/2019,גלובלית,33,212,438,647,818,932,967,932,843,670,412,239,60,1
14/04/2019,גלובלית,18,103,318,519,303,197,339,307,337,292,268,88,28,1
15/04/2019,גלובלית,25,233,296,293,276,260,202,139,95,105,126,83,26,0
16/04/2019,גלובלית,21,72,233,650,825,893,641,679,782,629,471,270,44,1
17/04/2019,גלובלית,33,138,275,474,537,606,628,743,732,455,230,129,50,2
18/04/2019,גלובלית,38,234,443,515,733,712,761,735,719,617,370,182,32,1
19/04/2019,גלובלית,39,231,340,655,749,865,596,799,567,564,377,186,60,1
20/04/2019,גלובלית,72,289,371,481,388,593,767,889,899,492,322,159,55,3
21/04/2019,גלובלית,23,74,78,276,810,336,870,655,663,696,363,256,87,2
22/04/2019,גלובלית,75,282,342,385,369,137,333,677,705,481,281,148,46,3
23/04/2019,גלובלית,48,250,459,693,861,968,1026,981,889,660,542,308,76,1
24/04/2019,גלובלית,48,209,425,650,808,895,927,906,833,681,486,275,79,2
25/04/2019,גלובלית,62,253,430,600,785,876,906,892,810,662,477,273,81,2
26/04/2019,גלובלית,55,245,468,649,816,895,957,927,829,687,487,275,84,3
27/04/2019,גלובלית,21,180,176,330,433,725,697,853,878,757,549,292,81,3
28/04/2019,גלובלית,64,268,490,690,847,941,996,968,871,717,532,297,77,3
29/04/2019,גלובלית,50,210,428,630,791,891,919,909,820,670,492,282,83,4
30/04/2019,גלובלית,45,218,454,659,759,833,947,795,651,499,227,112,91,9
01/05/2019,גלובלית,64,249,470,665,814,886,914,901,804,661,399,254,72,2
02/05/2019,גלובלית,36,136,308,453,581,537,395,395,655,384,391,203,20,1
03/05/2019,גלובלית,61,259,485,674,835,948,992,990,877,751,562,349,105,5
04/05/2019,גלובלית,30,267,540,528,892,995,1051,1018,913,755,560,281,94,4
05/05/2019,גלובלית,101,259,435,716,874,976,1015,979,879,722,507,309,76,10
06/05/2019,גלובלית,45,253,465,669,836,909,626,387,216,168,163,137,69,5
07/05/2019,גלובלית,61,189,422,608,417,371,539,862,737,756,449,225,79,5
08/05/2019,גלובלית,80,241,204,457,844,908,1047,1024,952,686,521,259,102,5
09/05/2019,גלובלית,37,122,146,530,762,1004,1043,1003,898,674,455,320,111,7
10/05/2019,גלובלית,72,233,352,661,821,881,1038,1015,900,780,580,336,115,6
11/05/2019,גלובלית,112,315,542,745,894,977,968,978,905,762,569,353,115,6
12/05/2019,גלובלית,106,312,528,722,870,969,1012,990,903,763,574,354,116,6
13/05/2019,גלובלית,106,319,536,734,894,993,1031,1005,915,778,594,373,123,5
14/05/2019,גלובלית,108,319,537,729,878,974,999,988,907,767,581,356,121,7
15/05/2019,גלובלית,94,295,511,704,854,956,991,967,877,731,546,329,114,9
16/05/2019,גלובלית,91,287,445,712,832,939,989,962,873,732,550,331,118,8
17/05/2019,גלובלית,98,294,508,699,859,960,989,959,869,723,443,130,59,8
18/05/2019,גלובלית,99,304,539,740,895,995,1031,997,896,764,582,362,126,8
19/05/2019,גלובלית,83,325,563,730,887,993,1035,1007,926,783,589,265,94,11
20/05/2019,גלובלית,63,181,536,698,865,961,997,969,883,743,558,342,124,11
21/05/2019,גלובלית,105,308,515,707,854,953,994,972,889,741,553,335,122,9
22/05/2019,גלובלית,94,283,506,686,849,944,998,974,865,734,544,326,123,10
23/05/2019,גלובלית,89,270,474,598,761,912,942,908,809,667,489,271,92,8
24/05/2019,גלובלית,69,161,341,575,752,808,715,722,726,599,319,366,127,12
25/05/2019,גלובלית,76,297,450,691,850,953,991,958,865,721,537,322,137,16
26/05/2019,גלובלית,98,323,580,765,926,1012,1038,706,743,631,377,256,95,10
27/05/2019,גלובלית,91,270,567,622,835,983,1014,962,922,768,575,195,154,10
28/05/2019,גלובלית,73,226,507,714,869,968,1008,988,904,764,577,362,147,16
29/05/2019,גלובלית,113,310,525,721,874,973,1016,1002,924,787,609,387,156,13
30/05/2019,גלובלית,112,309,514,702,849,953,996,974,890,754,563,352,148,16
31/05/2019,גלובלית,104,292,500,689,836,938,975,946,801,551,550,229,82,10
01/06/2019,גלובלית,109,303,516,708,861,953,1006,992,898,793,545,341,102,20
02/06/2019,גלובלית,110,317,534,721,865,966,1006,985,902,763,580,368,150,18
03/06/2019,גלובלית,113,309,514,704,847,947,992,969,883,742,554,347,138,15
04/06/2019,גלובלית,105,296,494,677,830,933,974,950,876,726,461,254,115,19
05/06/2019,גלובלית,120,247,476,621,775,939,973,962,682,709,512,242,116,16
06/06/2019,גלובלית,53,157,299,205,521,562,591,762,726,523,345,198,82,19
07/06/2019,גלובלית,115,313,523,716,863,954,989,966,882,742,565,350,146,24
08/06/2019,גלובלית,78,194,333,513,738,850,904,897,785,503,460,294,134,28
09/06/2019,גלובלית,87,179,442,650,824,917,970,950,875,749,562,316,146,22
10/06/2019,גלובלית,139,349,560,744,890,987,1031,1004,921,781,592,380,182,25
11/06/2019,גלובלית,118,318,530,710,840,939,1003,985,894,756,581,379,167,25
12/06/2019,גלובלית,113,310,531,721,839,809,902,982,887,692,382,225,121,19
13/06/2019,גלובלית,124,335,497,702,841,1003,959,807,879,524,389,262,142,23
14/06/2019,גלובלית,81,325,564,745,939,1003,1009,1010,903,745,490,284,143,21
15/06/2019,גלובלית,83,293,351,653,817,977,1019,1005,878,692,565,360,160,21
16/06/2019,גלובלית,127,326,530,722,869,979,1017,965,879,746,549,330,130,19
17/06/2019,גלובלית,115,289,350,574,706,840,905,903,725,572,339,317,106,18
18/06/2019,גלובלית,118,332,361,396,669,677,784,776,810,509,392,164,87,17
19/06/2019,גלובלית,126,322,526,729,881,976,1015,996,921,786,590,253,115,19
20/06/2019,גלובלית,121,329,478,632,876,991,1020,997,915,737,549,256,127,21
21/06/2019,גלובלית,121,291,496,737,886,996,1042,1026,894,732,592,307,115,18
22/06/2019,גלובלית,122,298,367,553,822,1029,1050,1026,903,748,578,265,115,25
23/06/2019,גלובלית,60,249,308,637,796,947,1017,999,926,790,613,410,160,24
24/06/2019,גלובלית,116,315,539,731,886,990,1029,1015,936,805,629,423,179,31
25/06/2019,גלובלית,111,311,523,710,858,957,1004,987,911,779,600,387,186,30
26/06/2019,גלובלית,112,311,522,713,870,974,1021,1009,934,801,627,418,207,31
27/06/2019,גלובלית,131,341,543,737,892,997,1046,1030,950,816,635,383,129,25
28/06/2019,גלובלית,61,238,361,652,838,1005,1055,1043,961,736,437,261,132,18
29/06/2019,גלובלית,86,224,516,736,873,996,1034,949,757,568,423,379,171,21
30/06/2019,גלובלית,103,205,433,614,857,963,1008,988,920,699,558,255,123,18
01/07/2019,גלובלית,119,298,529,711,867,974,1013,1002,923,803,614,395,203,33
02/07/2019,גלובלית,129,327,534,723,876,977,1025,1009,933,802,620,398,158,25
03/07/2019,גלובלית,129,305,506,732,888,994,1034,1017,945,813,633,411,206,32
04/07/2019,גלובלית,101,286,538,727,883,988,1027,1018,939,805,622,416,205,31
05/07/2019,גלובלית,103,302,528,729,884,989,1026,1008,929,787,576,360,175,21
06/07/2019,גלובלית,81,200,446,717,870,974,1030,1018,937,803,621,385,183,27
07/07/2019,גלובלית,109,311,522,713,865,973,1023,1012,941,812,604,271,123,23
08/07/2019,גלובלית,76,195,288,618,821,976,1023,1003,933,799,622,397,174,21
09/07/2019,גלובלית,107,313,528,717,870,973,1021,1011,935,803,616,404,198,25
10/07/2019,גלובלית,90,207,470,705,859,965,1014,999,922,787,607,358,149,26
11/07/2019,גלובלית,100,297,509,700,857,974,1015,1005,927,790,629,,176,24
12/07/2019,גלובלית,90,284,487,684,845,946,989,950,795,705,385,193,102,20
13/07/2019,גלובלית,99,299,509,682,745,813,1029,1025,937,820,626,392,159,20
14/07/2019,גלובלית,98,295,426,714,879,987,1035,1021,941,806,630,417,192,27
15/07/2019,גלובלית,87,312,468,677,831,977,1015,1015,930,803,522,314,149,19
16/07/2019,גלובלית,73,189,523,708,851,953,997,981,901,762,587,379,162,21
17/07/2019,גלובלית,67,229,431,632,785,891,901,865,788,653,515,243,76,17
18/07/2019,גלובלית,102,288,465,601,793,759,676,743,652,498,451,295,143,17
19/07/2019,גלובלית,63,283,478,693,852,1010,988,985,865,620,504,315,122,16
20/07/2019,גלובלית,34,275,488,668,875,969,1018,1018,933,661,403,285,101,14
21/07/2019,גלובלית,81,294,516,713,881,988,1027,1003,815,581,376,235,120,15
22/07/2019,גלובלית,81,284,513,706,862,973,1019,1009,934,797,617,402,153,15
23/07/2019,גלובלית,64,132,426,697,858,965,1026,1017,941,802,622,406,173,13
24/07/2019,גלובלית,94,299,507,711,865,980,1033,1021,943,810,626,411,173,13
25/07/2019,גלובלית,81,286,436,710,866,964,1011,1012,941,803,618,399,165,13
26/07/2019,גלובלית,82,285,503,694,852,966,1016,1003,923,781,601,387,137,15
27/07/2019,גלובלית,76,272,488,693,848,955,1005,995,919,750,560,257,83,12
28/07/2019,גלובלית,85,281,511,701,858,961,1006,999,915,670,544,274,111,15
29/07/2019,גלובלית,81,275,495,696,857,959,1010,998,923,788,606,389,153,11
30/07/2019,גלובלית,82,272,489,687,849,962,1027,1014,933,797,604,390,152,11
31/07/2019,גלובלית,77,263,476,674,830,939,983,970,892,764,583,371,144,13
01/08/2019,גלובלית,33,256,436,655,836,943,996,981,905,768,589,361,105,10
02/08/2019,גלובלית,44,189,395,534,700,736,845,769,554,479,329,209,102,11
03/08/2019,גלובלית,64,255,427,561,782,993,911,829,734,590,455,312,104,11
04/08/2019,גלובלית,52,203,485,677,825,937,983,967,893,754,454,235,87,11
05/08/2019,גלובלית,43,232,477,678,709,944,1004,971,900,759,572,299,107,13
06/08/2019,גלובלית,54,258,313,533,741,932,1008,992,917,725,587,298,78,9
07/08/2019,גלובלית,41,135,345,588,805,940,988,970,736,581,486,364,124,8
08/08/2019,גלובלית,37,193,474,678,848,982,950,832,805,667,412,218,94,8
09/08/2019,גלובלית,48,222,492,702,857,968,1020,1010,933,733,558,288,85,7
10/08/2019,גלובלית,50,212,274,676,843,975,1031,1005,926,767,549,334,90,7
11/08/2019,גלובלית,43,239,442,681,843,958,1007,981,895,662,499,243,89,7
12/08/2019,גלובלית,50,248,469,668,829,939,988,973,893,758,576,354,86,7
13/08/2019,גלובלית,50,233,448,646,805,912,963,947,862,729,544,326,101,6
14/08/2019,גלובלית,42,134,227,637,795,905,957,948,874,741,528,258,68,6
15/08/2019,גלובלית,41,230,456,613,818,901,690,657,819,729,550,339,96,4
16/08/2019,גלובלית,51,235,453,651,802,906,958,948,871,736,548,337,97,4
17/08/2019,גלובלית,36,223,397,412,661,755,1007,739,671,604,471,258,82,4
18/08/2019,גלובלית,49,211,325,643,857,952,987,977,861,724,336,187,49,4
