date,radiation type,"קרינה שעתית 05-06 (וואט/מ""ר)","קרינה שעתית 06-07 (וואט/מ""ר)","קרינה שעתית 07-08 (וואט/מ""ר)","קרינה שעתית 08-09 (וואט/מ""ר)","קרינה שעתית 09-10 (וואט/מ""ר)","קרינה שעתית 10-11 (וואט/מ""ר)","קרינה שעתית 11-12 (וואט/מ""ר)","קרינה שעתית 12-13 (וואט/מ""ר)","קרינה שעתית 13-14 (וואט/מ""ר)","קרינה שעתית 14-15 (וואט/מ""ר)","קרינה שעתית 15-16 (וואט/מ""ר)","קרינה שעתית 16-17 (וואט/מ""ר)","קרינה שעתית 17-18 (וואט/מ""ר)","קרינה שעתית 18-19 (וואט/מ""ר)"
04/06/2021,גלובלית,116,287,521,759,905,1000,1048,1033,905,785,473,289,123,12
05/06/2021,גלובלית,110,329,536,754,906,1003,1051,1034,956,814,638,338,150,14
06/06/2021,גלובלית,120,339,559,751,905,1006,1049,1028,950,814,632,416,183,14
07/06/2021,גלובלית,102,282,537,753,905,1006,1047,1038,955,817,628,413,173,18
08/06/2021,גלובלית,127,343,561,752,903,1007,1053,1032,947,808,624,411,182,17
09/06/2021,גלובלית,114,315,524,708,854,955,1001,983,899,755,572,363,156,21
10/06/2021,גלובלית,104,290,504,695,843,954,1007,980,892,615,549,379,127,14
11/06/2021,גלובלית,117,320,560,740,895,990,984,988,889,773,597,393,150,18
12/06/2021,גלובלית,119,314,519,711,862,966,1013,992,910,774,581,360,181,19
13/06/2021,גלובלית,100,298,509,696,847,943,994,976,904,774,598,392,174,22
14/06/2021,גלובלית,95,268,467,636,818,934,1033,1031,916,749,557,329,138,14
15/06/2021,גלובלית,84,374,310,536,772,1008,1013,1017,936,801,624,410,164,22
16/06/2021,גלובלית,129,270,407,568,714,779,970,762,671,564,456,324,145,26
17/06/2021,גלובלית,68,300,496,588,843,923,935,835,891,769,618,399,193,23
18/06/2021,גלובלית,116,276,541,735,890,991,1041,1028,950,800,539,324,152,24
19/06/2021,גלובלית,106,316,578,733,914,992,1049,1039,900,741,471,226,106,19
20/06/2021,גלובלית,121,330,489,511,905,996,1044,1028,966,780,623,407,188,20
21/06/2021,גלובלית,122,325,527,723,874,978,1023,1008,929,797,621,414,191,24
22/06/2021,גלובלית,114,293,411,562,890,969,1011,995,913,756,555,281,115,19
23/06/2021,גלובלית,90,256,393,249,837,983,1026,1007,930,796,602,316,126,15
24/06/2021,גלובלית,96,302,491,717,869,976,1023,1013,940,808,627,415,186,23
25/06/2021,גלובלית,120,319,526,714,874,981,1029,1013,936,806,633,424,196,26
26/06/2021,גלובלית,108,318,528,714,865,974,1022,1011,924,792,613,402,150,21
27/06/2021,גלובלית,117,310,520,705,859,967,1016,1005,930,798,620,412,190,26
28/06/2021,גלובלית,112,311,519,705,864,969,1017,1006,931,797,620,416,192,24
29/06/2021,גלובלית,112,310,516,698,860,967,1014,1006,930,800,621,411,192,23
30/06/2021,גלובלית,108,300,505,696,855,967,1015,1003,928,800,623,414,191,23
01/07/2021,גלובלית,107,307,520,713,866,968,1016,1003,932,805,627,422,200,24
02/07/2021,גלובלית,110,321,516,714,872,976,1023,1013,940,809,626,410,182,26
03/07/2021,גלובלית,93,286,501,691,856,969,1021,1009,935,820,645,427,196,24
04/07/2021,גלובלית,102,281,551,756,858,969,906,786,795,677,550,332,144,15
05/07/2021,גלובלית,105,229,360,721,871,978,1022,1013,935,799,628,412,145,17
06/07/2021,גלובלית,96,292,289,532,826,976,1026,1016,942,809,637,425,204,23
07/07/2021,גלובלית,104,301,517,707,869,973,1026,1013,938,807,625,427,157,20
08/07/2021,גלובלית,94,221,506,708,869,974,1021,1010,937,804,628,421,198,24
09/07/2021,גלובלית,104,302,517,710,867,974,1023,1010,934,803,624,410,196,23
10/07/2021,גלובלית,94,288,501,698,862,968,1018,1010,937,813,633,392,143,15
11/07/2021,גלובלית,96,296,507,698,857,966,1018,1009,937,810,630,412,170,20
12/07/2021,גלובלית,83,197,500,694,853,963,1016,1005,936,769,572,400,162,22
13/07/2021,גלובלית,99,302,520,713,871,979,1027,1014,944,815,638,409,168,16
14/07/2021,גלובלית,95,297,511,705,864,971,1025,1004,927,763,519,274,110,16
15/07/2021,גלובלית,87,286,500,689,851,957,1010,995,924,795,616,405,173,21
16/07/2021,גלובלית,90,269,472,679,839,949,1005,997,921,796,620,405,177,21
17/07/2021,גלובלית,89,290,497,696,860,970,1022,1008,930,796,620,403,171,20
18/07/2021,גלובלית,94,299,506,701,857,967,1009,988,918,790,613,399,172,20
19/07/2021,גלובלית,57,233,470,668,822,931,979,954,877,748,575,372,160,23
20/07/2021,גלובלית,67,212,458,642,806,916,971,960,888,756,581,371,136,18
21/07/2021,גלובלית,62,264,382,594,707,854,935,936,899,662,514,271,105,14
22/07/2021,גלובלית,73,285,468,542,829,938,910,814,568,625,474,291,132,21
23/07/2021,גלובלית,73,267,369,467,828,952,1005,1012,863,534,387,213,117,16
24/07/2021,גלובלית,21,236,382,582,670,585,749,1002,822,746,554,291,108,15
25/07/2021,גלובלית,32,96,346,263,767,861,1004,989,645,434,270,232,90,18
26/07/2021,גלובלית,59,171,404,662,824,934,988,988,853,703,528,295,117,12
27/07/2021,גלובלית,73,275,496,696,857,963,1015,1004,921,667,484,321,152,10
28/07/2021,גלובלית,76,272,492,688,846,955,1008,991,914,778,601,342,160,11
29/07/2021,גלובלית,75,270,497,686,844,958,1015,974,905,753,579,361,118,11
30/07/2021,גלובלית,57,205,427,606,786,889,954,944,858,718,519,307,133,9
31/07/2021,גלובלית,64,251,466,662,821,935,988,984,902,767,579,362,144,10
01/08/2021,גלובלית,65,249,464,663,824,935,994,983,905,775,590,369,154,9
02/08/2021,גלובלית,67,243,453,649,825,938,987,976,898,758,571,354,146,8
03/08/2021,גלובלית,62,251,461,660,818,929,986,970,889,757,568,353,141,9
04/08/2021,גלובלית,62,247,456,646,810,928,981,967,888,755,573,358,139,9
05/08/2021,גלובלית,58,238,445,641,802,910,961,947,868,730,547,339,132,8
06/08/2021,גלובלית,50,256,453,643,792,872,952,932,856,720,537,328,125,7
07/08/2021,גלובלית,53,238,454,656,821,923,967,939,847,702,528,322,106,8
08/08/2021,גלובלית,44,182,387,554,757,840,899,874,798,712,496,275,79,6
09/08/2021,גלובלית,57,235,397,584,784,944,996,965,895,704,565,333,80,5
10/08/2021,גלובלית,53,205,421,638,815,930,974,954,879,742,539,274,85,6
11/08/2021,גלובלית,52,234,449,652,813,926,979,966,889,751,565,353,106,6
12/08/2021,גלובלית,52,241,464,662,824,922,972,958,878,740,556,336,109,6
13/08/2021,גלובלית,49,231,446,633,802,916,965,947,868,724,541,327,115,5
14/08/2021,גלובלית,42,226,452,650,814,929,975,955,872,735,551,336,110,4
15/08/2021,גלובלית,48,175,339,670,839,952,999,977,895,748,558,340,114,4
16/08/2021,גלובלית,38,235,460,664,828,946,1015,943,845,696,466,264,69,4
17/08/2021,גלובלית,47,209,440,664,831,945,996,983,901,747,424,245,61,3
18/08/2021,גלובלית,44,233,437,671,842,960,1010,990,905,750,461,251,90,3
19/08/2021,גלובלית,39,233,462,665,829,938,983,971,887,746,554,324,96,3
20/08/2021,גלובלית,38,201,387,645,788,912,962,945,837,740,500,311,92,2
21/08/2021,גלובלית,31,185,424,524,793,906,945,926,854,709,500,249,75,2
22/08/2021,גלובלית,36,212,438,640,805,916,965,949,852,706,523,252,56,2
23/08/2021,גלובלית,38,224,456,665,821,920,979,986,873,719,522,290,83,2
24/08/2021,גלובלית,38,221,442,648,810,919,966,952,865,727,536,310,84,1
25/08/2021,גלובלית,33,206,432,632,796,912,961,940,848,702,506,288,78,2
26/08/2021,גלובלית,30,194,382,594,758,872,922,901,810,676,481,246,66,1
27/08/2021,גלובלית,25,174,351,590,755,870,912,888,795,652,460,225,68,1
28/08/2021,גלובלית,22,173,384,583,751,866,915,895,807,657,478,259,48,1
29/08/2021,גלובלית,28,211,376,619,791,908,954,936,847,702,507,262,40,1
30/08/2021,גלובלית,29,180,383,597,780,891,932,904,820,635,385,224,44,0
31/08/2021,גלובלית,18,202,431,634,796,889,939,923,837,688,482,263,57,1
01/09/2021,גלובלית,16,159,411,320,748,865,911,889,801,657,467,246,49,0
02/09/2021,גלובלית,21,187,436,590,694,893,945,924,836,681,452,192,47,0
03/09/2021,גלובלית,26,130,391,659,731,821,931,912,802,675,484,258,43,0
04/09/2021,גלובלית,18,151,426,592,790,898,931,920,831,680,483,259,43,0
05/09/2021,גלובלית,28,129,313,522,769,876,916,902,824,667,475,249,46,0
06/09/2021,גלובלית,27,199,418,541,763,883,927,908,794,619,412,218,41,0
07/09/2021,גלובלית,21,153,365,364,612,699,953,841,631,408,276,137,28,0
08/09/2021,גלובלית,17,181,316,624,778,884,924,904,813,664,469,236,36,0
09/09/2021,גלובלית,21,163,391,590,751,855,897,863,773,633,439,217,33,0
10/09/2021,גלובלית,12,133,326,585,425,597,504,653,525,512,337,169,31,0
11/09/2021,גלובלית,18,172,330,555,633,550,746,613,420,581,387,198,33,0
12/09/2021,גלובלית,9,149,333,468,735,827,919,540,435,378,281,137,23,0
13/09/2021,גלובלית,17,166,384,588,734,814,875,850,756,605,410,192,23,0
14/09/2021,גלובלית,20,155,381,600,757,862,884,814,449,385,282,128,31,0
15/09/2021,גלובלית,17,164,382,522,702,786,828,613,541,401,287,151,17,0
16/09/2021,גלובלית,10,133,260,540,732,757,865,449,618,456,367,192,18,0
17/09/2021,גלובלית,13,101,315,471,560,513,878,872,630,401,385,199,25,0
18/09/2021,גלובלית,16,169,388,588,712,857,888,870,774,594,425,193,18,0
19/09/2021,גלובלית,15,169,390,560,668,849,888,858,764,604,404,177,16,0
20/09/2021,גלובלית,13,150,364,565,724,826,864,839,749,595,390,156,14,0
21/09/2021,גלובלית,13,138,368,570,728,830,872,843,754,599,398,172,15,0
22/09/2021,גלובלית,13,97,332,591,718,850,849,812,749,490,269,92,12,0
23/09/2021,גלובלית,12,220,253,530,614,641,720,689,494,362,272,144,10,0
24/09/2021,גלובלית,6,62,221,415,484,808,725,810,746,612,326,46,7,0
25/09/2021,גלובלית,12,156,375,557,740,839,883,850,746,589,390,168,7,0
26/09/2021,גלובלית,11,156,377,579,738,832,863,821,720,560,362,146,7,0
27/09/2021,גלובלית,8,134,338,481,392,792,638,767,558,433,177,114,6,0
28/09/2021,גלובלית,9,140,328,589,732,844,874,838,669,478,233,111,7,0
29/09/2021,גלובלית,10,111,337,461,567,795,861,828,720,551,244,101,4,0
30/09/2021,גלובלית,7,148,228,367,505,796,842,811,708,545,337,126,5,0
01/10/2021,גלובלית,6,120,330,541,704,792,835,790,689,494,323,128,5,0
02/10/2021,גלובלית,5,120,157,261,408,644,657,638,603,462,324,119,4,0
03/10/2021,גלובלית,6,99,180,384,619,806,654,657,594,340,202,82,3,0
04/10/2021,גלובלית,6,136,342,543,684,800,839,795,693,536,322,101,4,0
05/10/2021,גלובלית,10,142,360,445,487,446,467,573,642,418,293,81,3,0
06/10/2021,גלובלית,5,103,276,519,704,795,837,808,702,541,334,112,2,0
07/10/2021,גלובלית,6,131,343,543,698,798,830,793,691,528,326,107,2,0
08/10/2021,גלובלית,4,113,317,510,660,750,784,746,643,486,289,87,2,0
09/10/2021,גלובלית,3,95,221,329,568,757,757,726,600,429,257,93,2,0
10/10/2021,גלובלית,4,104,334,421,647,757,786,756,652,482,250,87,1,0
11/10/2021,גלובלית,4,107,322,504,667,763,797,771,662,503,303,82,0,0
12/10/2021,גלובלית,1,34,128,169,179,157,455,689,542,424,226,49,0,0
13/10/2021,גלובלית,2,74,184,314,463,659,511,681,616,468,275,74,0,0
14/10/2021,גלובלית,2,91,282,468,617,717,749,708,604,447,255,63,0,0
15/10/2021,גלובלית,2,74,276,473,621,712,746,694,617,433,247,77,0,0
16/10/2021,גלובלית,1,41,160,168,349,578,532,706,617,466,249,63,0,0
17/10/2021,גלובלית,1,98,194,432,449,589,673,659,378,420,270,57,0,0
18/10/2021,גלובלית,1,57,309,472,457,626,638,725,633,435,223,58,0,0
19/10/2021,גלובלית,2,121,239,362,644,604,645,637,427,469,228,47,0,0
20/10/2021,גלובלית,2,81,241,303,260,148,454,691,563,392,227,40,0,0
21/10/2021,גלובלית,2,88,273,478,600,474,655,592,592,442,244,36,0,0
22/10/2021,גלובלית,1,83,274,464,614,705,732,688,552,380,242,51,0,0
23/10/2021,גלובלית,1,76,173,327,505,719,746,707,606,445,251,29,0,0
24/10/2021,גלובלית,1,86,272,333,531,539,753,678,380,222,177,33,0,0
25/10/2021,גלובלית,1,45,241,318,279,182,207,245,223,348,170,36,0,0
26/10/2021,גלובלית,1,36,239,421,525,613,703,567,413,226,202,33,0,0
27/10/2021,גלובלית,1,70,251,436,585,674,700,658,546,382,192,32,0,0
28/10/2021,גלובלית,1,63,238,356,239,331,641,642,528,360,155,21,0,0
29/10/2021,גלובלית,0,49,235,344,542,604,649,664,569,365,177,27,0,0
30/10/2021,גלובלית,0,37,200,372,547,404,619,634,529,389,193,26,0,0
31/10/2021,גלובלית,0,15,114,184,293,220,289,330,254,330,184,28,0,0
01/11/2021,גלובלית,0,3,63,187,230,259,249,362,348,191,103,22,0,0
02/11/2021,גלובלית,2,37,47,278,328,339,524,418,399,352,206,27,0,0
03/11/2021,גלובלית,0,41,230,403,572,575,215,378,209,255,98,22,0,0
04/11/2021,גלובלית,0,58,241,425,572,640,689,650,544,385,219,26,0,0
05/11/2021,גלובלית,0,56,244,430,576,667,687,641,532,364,175,12,0,0
06/11/2021,גלובלית,0,51,238,427,573,664,689,648,537,380,182,10,0,0
07/11/2021,גלובלית,0,47,230,421,570,662,687,640,531,373,173,10,0,0
08/11/2021,גלובלית,0,48,231,410,563,654,685,643,536,368,165,10,0,0
09/11/2021,גלובלית,0,45,219,374,563,652,678,638,535,378,152,11,0,0
10/11/2021,גלובלית,0,43,220,403,547,634,658,632,519,308,200,20,0,0
11/11/2021,גלובלית,0,41,212,394,539,627,647,609,515,370,163,7,0,0
12/11/2021,גלובלית,0,32,184,345,501,644,701,536,467,373,160,8,0,0
13/11/2021,גלובלית,0,31,206,374,477,598,650,592,445,337,134,14,0,0
14/11/2021,גלובלית,0,17,41,139,305,585,547,616,438,303,98,6,0,0
15/11/2021,גלובלית,0,22,150,347,472,508,580,550,448,300,125,12,0,0
16/11/2021,גלובלית,0,27,168,337,478,556,591,558,454,310,111,10,0,0
17/11/2021,גלובלית,0,23,169,292,325,595,400,313,448,305,108,11,0,0
18/11/2021,גלובלית,0,23,152,319,359,302,574,505,394,210,108,8,0,0
19/11/2021,גלובלית,0,9,95,108,188,105,205,553,434,188,88,16,0,0
20/11/2021,גלובלית,0,38,58,110,42,24,93,155,235,175,128,11,0,0
21/11/2021,גלובלית,0,29,169,389,505,474,427,236,248,335,165,7,0,0
22/11/2021,גלובלית,0,18,165,348,459,569,576,540,229,123,140,11,0,0
23/11/2021,גלובלית,0,18,166,344,489,576,602,555,457,315,123,7,0,0
24/11/2021,גלובלית,0,9,161,348,489,581,600,494,415,299,120,8,0,0
25/11/2021,גלובלית,0,25,102,235,373,421,510,543,386,227,80,13,0,0
26/11/2021,גלובלית,0,14,149,275,543,571,502,572,466,259,77,6,0,0
27/11/2021,גלובלית,0,11,158,342,473,531,596,552,437,272,104,11,0,0
28/11/2021,גלובלית,0,19,135,317,462,551,587,550,451,322,116,7,0,0
29/11/2021,גלובלית,0,12,141,300,397,509,571,493,443,259,101,7,0,0
30/11/2021,גלובלית,0,15,150,313,472,510,546,407,384,255,103,8,0,0
01/12/2021,גלובלית,0,8,34,76,173,244,359,200,121,99,40,3,0,0
02/12/2021,גלובלית,0,11,165,199,241,144,116,161,411,237,116,7,0,0
03/12/2021,גלובלית,0,11,142,324,337,409,523,311,293,295,76,5,0,0
04/12/2021,גלובלית,0,12,103,218,388,393,363,263,181,101,42,3,0,0
05/12/2021,גלובלית,0,5,128,302,362,396,302,251,356,192,64,3,0,0
06/12/2021,גלובלית,0,5,45,88,464,524,555,491,424,191,95,6,0,0
07/12/2021,גלובלית,0,2,28,78,92,108,137,136,130,121,44,5,0,0
08/12/2021,גלובלית,0,9,124,290,390,269,287,293,85,44,14,1,0,0
09/12/2021,גלובלית,0,9,57,182,405,457,379,358,399,298,84,10,0,0
10/12/2021,גלובלית,0,6,81,268,447,541,536,565,467,326,103,7,0,0
11/12/2021,גלובלית,0,6,105,290,439,540,580,554,461,321,108,8,0,0
12/12/2021,גלובלית,0,7,105,282,422,447,485,316,261,245,88,6,0,0
13/12/2021,גלובלית,0,3,101,238,288,573,270,342,364,205,63,7,0,0
14/12/2021,גלובלית,0,4,65,201,417,496,528,459,334,301,85,2,0,0
15/12/2021,גלובלית,0,9,57,257,226,381,243,142,209,214,53,8,0,0
16/12/2021,גלובלית,0,4,14,115,236,365,271,436,270,150,59,7,0,0
17/12/2021,גלובלית,0,1,27,192,224,484,148,95,254,89,77,4,0,0
18/12/2021,גלובלית,0,2,63,53,80,118,182,207,218,192,68,10,0,0
19/12/2021,גלובלית,0,8,149,283,399,500,348,557,279,156,61,6,0,0
20/12/2021,גלובלית,0,1,27,50,37,93,241,227,101,31,36,3,0,0
21/12/2021,גלובלית,0,0,21,202,351,510,556,518,466,217,52,15,0,0
22/12/2021,גלובלית,0,1,72,85,64,526,504,259,36,69,35,8,0,0
23/12/2021,גלובלית,0,3,90,158,232,382,116,279,150,115,20,2,0,0
24/12/2021,גלובלית,0,3,42,120,160,135,142,169,150,154,61,7,0,0
25/12/2021,גלובלית,0,3,86,90,215,332,581,193,370,305,120,9,0,0
26/12/2021,גלובלית,0,3,83,284,438,540,578,557,480,340,122,9,0,0
27/12/2021,גלובלית,0,3,81,278,432,538,582,560,473,335,124,11,0,0
28/12/2021,גלובלית,0,1,39,89,169,150,291,304,239,243,104,29,0,0
29/12/2021,גלובלית,0,3,89,232,349,480,504,338,182,63,47,9,0,0
30/12/2021,גלובלית,0,3,57,133,419,249,387,500,329,257,154,16,0,0
31/12/2021,גלובלית,0,2,81,251,383,432,534,522,421,267,100,17,0,0
01/01/2022,גלובלית,0,0,18,147,127,213,386,206,246,114,47,5,0,0
02/01/2022,גלובלית,0,2,62,251,388,512,551,494,445,258,113,17,0,0
03/01/2022,גלובלית,0,4,69,132,429,548,602,583,488,338,147,16,0,0
04/01/2022,גלובלית,0,2,33,79,355,501,232,66,109,69,42,12,0,0
05/01/2022,גלובלית,0,1,13,55,145,208,256,218,188,167,78,13,0,0
06/01/2022,גלובלית,0,2,79,275,432,542,596,580,503,371,162,14,0,0
07/01/2022,גלובלית,0,1,85,288,447,555,602,581,499,366,169,13,0,0
08/01/2022,גלובלית,0,2,84,286,446,558,610,596,519,378,181,12,0,0
09/01/2022,גלובלית,0,2,85,283,436,548,558,514,365,277,156,21,0,0
10/01/2022,גלובלית,0,2,80,262,409,499,583,557,467,322,128,14,0,0
11/01/2022,גלובלית,0,3,92,262,421,539,584,571,492,365,179,23,0,0
12/01/2022,גלובלית,0,2,92,283,408,430,470,576,517,302,181,28,0,0
13/01/2022,גלובלית,0,1,57,235,366,468,478,452,339,236,97,14,0,0
14/01/2022,גלובלית,0,3,40,215,244,168,368,212,141,140,74,30,0,0
15/01/2022,גלובלית,0,7,29,91,452,583,546,193,276,150,113,13,0,0
16/01/2022,גלובלית,0,1,10,28,70,58,50,187,100,107,83,18,0,0
17/01/2022,גלובלית,0,2,104,304,475,593,650,614,566,430,243,16,0,0
18/01/2022,גלובלית,0,2,35,219,461,525,650,381,431,449,244,23,0,0
19/01/2022,גלובלית,0,1,28,185,66,291,268,119,86,49,27,9,0,0
20/01/2022,גלובלית,0,2,55,178,369,419,605,542,378,302,174,40,0,0
21/01/2022,גלובלית,0,3,70,295,435,429,629,512,559,423,242,31,0,0
22/01/2022,גלובלית,0,3,110,313,487,606,659,650,564,414,236,36,0,0
23/01/2022,גלובלית,0,3,112,324,267,236,93,42,83,55,38,9,0,0
24/01/2022,גלובלית,0,2,20,46,48,81,101,140,74,66,43,11,0,0
25/01/2022,גלובלית,0,3,117,317,489,620,689,650,549,438,174,14,0,0
26/01/2022,גלובלית,0,0,9,21,16,315,233,98,130,152,26,2,0,0
27/01/2022,גלובלית,0,2,51,121,198,290,553,502,452,116,148,83,1,0
28/01/2022,גלובלית,0,2,46,92,230,257,212,193,195,146,182,30,0,0
29/01/2022,גלובלית,0,6,94,86,219,362,515,348,327,93,54,18,0,0
30/01/2022,גלובלית,0,4,122,319,492,616,679,691,392,456,273,58,1,0
31/01/2022,גלובלית,0,4,63,155,428,423,429,469,533,378,189,63,1,0
01/02/2022,גלובלית,0,5,120,83,262,541,665,562,481,414,182,20,0,0
02/02/2022,גלובלית,0,5,137,336,509,636,693,675,574,350,254,61,1,0
03/02/2022,גלובלית,0,6,133,328,496,620,576,661,597,464,186,49,1,0
04/02/2022,גלובלית,0,1,18,16,70,120,248,201,358,170,124,43,0,0
05/02/2022,גלובלית,0,2,86,153,453,378,322,433,304,295,115,26,1,0
06/02/2022,גלובלית,0,7,142,350,350,500,493,371,84,131,157,24,1,0
07/02/2022,גלובלית,0,7,84,71,168,626,518,445,292,274,371,91,2,0
08/02/2022,גלובלית,0,11,154,353,,651,721,701,640,510,323,100,2,0
09/02/2022,גלובלית,0,12,157,355,511,619,392,263,205,65,98,70,2,0
10/02/2022,גלובלית,0,5,41,276,546,342,457,481,379,444,172,63,2,0
11/02/2022,גלובלית,0,16,56,286,520,665,730,710,616,418,225,107,5,0
12/02/2022,גלובלית,0,16,169,375,552,682,743,721,643,508,333,113,3,0
13/02/2022,גלובלית,0,18,182,395,577,704,757,732,653,523,334,114,3,0
14/02/2022,גלובלית,0,6,82,171,183,376,549,477,474,363,191,57,3,0
15/02/2022,גלובלית,0,15,87,160,275,537,737,426,469,321,189,35,4,0
